step,train_loss,train_acc,dev_loss,dev_acc
0,2.496645927429199,0.1415,2.277784824371338,0.14985714285714286
100,0.6323059797286987,0.785,0.7033864259719849,0.7888571428571428
200,0.44420862197875977,0.7995,0.5458399653434753,0.8068571428571428
300,0.431257963180542,0.82525,0.48765265941619873,0.8201428571428572
400,0.4853896200656891,0.82925,0.4620642066001892,0.8308571428571428
500,0.315471887588501,0.84125,0.4309770166873932,0.8411428571428572
600,0.377169668674469,0.8535,0.4279541075229645,0.8441428571428572
700,0.7532370686531067,0.863,0.39604946970939636,0.8587142857142858
800,0.46882396936416626,0.85175,0.40549176931381226,0.851
900,0.4482385218143463,0.87025,0.3778865933418274,0.8618571428571429
1000,0.4184630811214447,0.87275,0.3899889290332794,0.8622857142857143
1100,0.37673431634902954,0.86875,0.36857670545578003,0.8682857142857143
1200,0.48985162377357483,0.863,0.3690253496170044,0.8684285714285714
1300,0.6043373346328735,0.88325,0.3655473291873932,0.8637142857142858
1400,0.3719329237937927,0.8765,0.3585098683834076,0.8705714285714286
