step,train_loss,train_acc,dev_loss,dev_acc
0,2.3966994285583496,0.15925,2.218792676925659,0.1697142857142857
100,0.9942401647567749,0.77575,0.7145661115646362,0.7707142857142857
200,0.36485421657562256,0.8115,0.5547173619270325,0.8047142857142857
300,0.36352697014808655,0.825,0.5179333686828613,0.8147142857142857
400,0.5425784587860107,0.83825,0.45806562900543213,0.8327142857142857
500,0.6607919335365295,0.85825,0.4419276714324951,0.8424285714285714
600,0.2994505763053894,0.85225,0.43900373578071594,0.837
700,0.5374078750610352,0.86025,0.4010000228881836,0.8548571428571429
800,0.649773120880127,0.85725,0.4030406177043915,0.8558571428571429
900,0.40682846307754517,0.85775,0.40238484740257263,0.8511428571428571
1000,0.4385596811771393,0.88275,0.3713775873184204,0.8635714285714285
1100,0.3117453157901764,0.8705,0.3813430666923523,0.8615714285714285
1200,0.4381829798221588,0.88125,0.3571116328239441,0.8714285714285714
1300,0.4516209065914154,0.8835,0.3491596281528473,0.8721428571428571
1400,0.30787432193756104,0.87925,0.3545178472995758,0.8701428571428571
