step,train_loss,train_acc,dev_loss,dev_acc
0,69.37886047363281,0.1055,41.87568664550781,0.10671428571428572
100,1.5595030784606934,0.5875,1.5536036491394043,0.5771428571428572
200,0.6529182195663452,0.68075,1.0671043395996094,0.6834285714285714
300,0.7765127420425415,0.7055,0.9919247627258301,0.6884285714285714
400,0.754967451095581,0.72475,0.9172948002815247,0.7244285714285714
500,0.812023937702179,0.7215,0.8707114458084106,0.7248571428571429
600,0.6622263789176941,0.73125,0.8369717001914978,0.7384285714285714
700,0.7284775972366333,0.73875,0.7914285063743591,0.7421428571428571
800,0.8434916734695435,0.74975,0.7891508936882019,0.743
900,0.6357843279838562,0.746,0.8574866652488708,0.7358571428571429
1000,0.8147485852241516,0.7625,0.7534558176994324,0.7498571428571429
1100,0.7611504793167114,0.7365,0.7535116076469421,0.7414285714285714
1200,0.6955639123916626,0.7715,0.749381959438324,0.7695714285714286
1300,0.4417642056941986,0.77875,0.734228789806366,0.7652857142857142
1400,0.8123475313186646,0.76825,0.7260909080505371,0.7717142857142857
