step,train_loss,train_acc,dev_loss,dev_acc
0,12.061793327331543,0.12,9.694730758666992,0.12171428571428572
100,2.148787021636963,0.353,1.9073283672332764,0.3547142857142857
200,1.7623106241226196,0.43025,1.656638503074646,0.44014285714285717
300,1.569668173789978,0.48375,1.5391567945480347,0.4807142857142857
400,1.405824899673462,0.492,1.4989867210388184,0.49514285714285716
500,1.5182853937149048,0.5145,1.4366953372955322,0.5072857142857143
600,1.3697912693023682,0.5195,1.4123040437698364,0.5147142857142857
700,1.4370297193527222,0.5085,1.4085049629211426,0.5165714285714286
800,1.1201703548431396,0.52625,1.3465425968170166,0.5311428571428571
900,1.1270157098770142,0.537,1.3223804235458374,0.538
1000,0.8491649627685547,0.53025,1.317230224609375,0.5322857142857143
1100,1.0886948108673096,0.56325,1.286203145980835,0.5608571428571428
1200,1.1422808170318604,0.58,1.2920805215835571,0.5602857142857143
1300,1.1946769952774048,0.575,1.2740134000778198,0.5735714285714286
1400,1.9726829528808594,0.5875,1.2375531196594238,0.5884285714285714
