step,train_loss,train_acc,dev_loss,dev_acc
0,40.060791015625,0.10575,71.58434295654297,0.11314285714285714
100,1.5813127756118774,0.47675,1.7050856351852417,0.48542857142857143
200,1.973062515258789,0.51375,1.5454609394073486,0.5012857142857143
300,1.282690405845642,0.5415,1.4098448753356934,0.5324285714285715
400,1.361387014389038,0.518,1.42570161819458,0.5127142857142857
500,1.4522658586502075,0.5505,1.4046614170074463,0.561
600,1.6298410892486572,0.54975,1.3465640544891357,0.5491428571428572
700,1.3677685260772705,0.55125,1.3946583271026611,0.5424285714285715
800,1.675560712814331,0.583,1.3111599683761597,0.5758571428571428
900,1.568583607673645,0.583,1.2365903854370117,0.5825714285714285
1000,0.9896036386489868,0.5835,1.2425733804702759,0.575
1100,1.2126696109771729,0.58975,1.240366816520691,0.5752857142857143
1200,1.0072767734527588,0.58625,1.2291905879974365,0.5848571428571429
1300,1.0176503658294678,0.5845,1.2132607698440552,0.5867142857142857
1400,1.1840871572494507,0.6495,1.1107217073440552,0.638
