step,train_loss,train_acc,dev_loss,dev_acc
0,72.10812377929688,0.07325,58.47625732421875,0.077
100,1.5170506238937378,0.4715,1.7016446590423584,0.45914285714285713
200,1.510221004486084,0.55225,1.407457709312439,0.5555714285714286
300,1.3299553394317627,0.574,1.24057936668396,0.5831428571428572
400,1.212775707244873,0.6285,1.1172232627868652,0.63
500,1.2589313983917236,0.628,1.044667363166809,0.6374285714285715
600,1.0568017959594727,0.6665,0.9682849049568176,0.6644285714285715
700,1.5866714715957642,0.6785,0.9378228783607483,0.6847142857142857
800,1.2765166759490967,0.6885,0.9455470442771912,0.6761428571428572
900,0.7400822639465332,0.69875,0.8961451053619385,0.7005714285714286
1000,0.5752347111701965,0.6655,1.0131752490997314,0.6758571428571428
1100,0.7274047136306763,0.70325,0.9017912745475769,0.6935714285714286
1200,0.9719222187995911,0.7145,0.8774443864822388,0.7094285714285714
1300,0.6041117906570435,0.716,0.8434293866157532,0.7104285714285714
1400,0.6010445356369019,0.69775,0.8798362016677856,0.7025714285714286
