step,train_loss,train_acc,dev_loss,dev_acc
0,59.4515380859375,0.11875,50.728023529052734,0.1317142857142857
100,1.8785789012908936,0.60775,1.5470201969146729,0.6058571428571429
200,1.0782809257507324,0.6515,1.2449486255645752,0.6452857142857142
300,1.2316821813583374,0.65925,1.1263983249664307,0.6664285714285715
400,0.9425830841064453,0.71225,0.9491667747497559,0.7008571428571428
500,1.0694239139556885,0.71125,0.9346740245819092,0.698
600,0.7401823997497559,0.7265,0.8749419450759888,0.7087142857142857
700,0.4792196750640869,0.7125,0.8748717308044434,0.7022857142857143
800,0.8946806192398071,0.73925,0.8066340088844299,0.7227142857142858
900,0.4582163691520691,0.74825,0.7710768580436707,0.7361428571428571
1000,0.764869213104248,0.7135,0.8747637271881104,0.6972857142857143
1100,0.6129971742630005,0.7425,0.7860435843467712,0.7227142857142858
1200,0.49297600984573364,0.7565,0.7593522667884827,0.7417142857142857
1300,0.43843990564346313,0.767,0.7224748730659485,0.7565714285714286
1400,0.9999805688858032,0.765,0.7300357222557068,0.7538571428571429
