step,train_loss,train_acc,dev_loss,dev_acc
0,2.3538620471954346,0.18675,2.218503475189209,0.18428571428571427
100,0.7816832661628723,0.755,0.7314286828041077,0.7648571428571429
200,0.5110917091369629,0.79975,0.5854659080505371,0.7962857142857143
300,0.5716550350189209,0.81875,0.5236818194389343,0.8055714285714286
400,0.5080918669700623,0.83725,0.47000351548194885,0.8318571428571429
500,0.43519291281700134,0.8315,0.4476225972175598,0.8377142857142857
600,0.28415900468826294,0.85375,0.4150552749633789,0.8545714285714285
700,0.5220517516136169,0.85775,0.41711053252220154,0.849
800,0.2269258052110672,0.8685,0.3920581340789795,0.8585714285714285
900,0.3403133451938629,0.8545,0.3884391784667969,0.8588571428571429
1000,0.47829049825668335,0.87125,0.38074198365211487,0.8631428571428571
1100,0.3143211305141449,0.87625,0.3767416775226593,0.8634285714285714
1200,0.4501991271972656,0.86425,0.38507774472236633,0.8557142857142858
1300,0.40259599685668945,0.869,0.3767416775226593,0.8607142857142858
1400,0.41295114159584045,0.878,0.3493497371673584,0.8712857142857143
