step,train_loss,train_acc,dev_loss,dev_acc
0,2.499016284942627,0.13025,2.295264959335327,0.14257142857142857
100,0.8420664072036743,0.77525,0.7173532843589783,0.7724285714285715
200,0.6217267513275146,0.801,0.5542778372764587,0.806
300,0.325359046459198,0.82975,0.4885411262512207,0.8261428571428572
400,0.5134451985359192,0.84175,0.4571841061115265,0.8394285714285714
500,0.4745969772338867,0.848,0.43690672516822815,0.84
600,0.2643241882324219,0.85925,0.4150051474571228,0.8514285714285714
700,0.3399476706981659,0.863,0.402297705411911,0.8574285714285714
800,0.35968926548957825,0.848,0.394783616065979,0.8538571428571429
900,0.2364516705274582,0.86875,0.3793230354785919,0.8595714285714285
1000,0.22754690051078796,0.86225,0.393045037984848,0.8545714285714285
1100,0.34700244665145874,0.867,0.3594810664653778,0.8697142857142857
1200,0.29360926151275635,0.87475,0.3671829104423523,0.8662857142857143
1300,0.19253110885620117,0.875,0.3708553612232208,0.8655714285714285
1400,0.34406664967536926,0.87975,0.3502521216869354,0.866
