step,train_loss,train_acc,dev_loss,dev_acc
0,2.2831690311431885,0.2465,2.2222344875335693,0.24514285714285713
100,0.6492092609405518,0.80675,0.6603357195854187,0.8015714285714286
200,0.7198714017868042,0.83125,0.5107020139694214,0.8298571428571428
300,0.5282831192016602,0.85675,0.44221431016921997,0.8461428571428572
400,0.4441159665584564,0.8465,0.4290519654750824,0.8487142857142858
500,0.2778443396091461,0.852,0.4077698886394501,0.8537142857142858
600,0.7395111918449402,0.86825,0.3898577094078064,0.8632857142857143
700,0.3135450780391693,0.85575,0.39181187748908997,0.857
800,0.23441210389137268,0.87075,0.3671116530895233,0.8674285714285714
900,0.45822542905807495,0.86525,0.36115097999572754,0.8707142857142857
1000,0.8105765581130981,0.86875,0.3603568375110626,0.8722857142857143
1100,0.2538268566131592,0.88125,0.3423635959625244,0.8802857142857143
1200,0.2165546715259552,0.88175,0.3522590398788452,0.8705714285714286
1300,0.4966147541999817,0.89025,0.3267371654510498,0.8831428571428571
1400,0.6083100438117981,0.89025,0.3433290421962738,0.8744285714285714
