step,train_loss,train_acc,dev_loss,dev_acc
0,52.118011474609375,0.1095,41.572818756103516,0.10471428571428572
100,2.1792449951171875,0.6435,2.935195207595825,0.6454285714285715
200,2.4562747478485107,0.68,1.9376119375228882,0.7015714285714286
300,1.406014323234558,0.73675,1.515944242477417,0.7371428571428571
400,0.8579567670822144,0.72675,1.4438844919204712,0.7504285714285714
500,0.755285918712616,0.758,1.234394907951355,0.7592857142857142
600,0.5841296911239624,0.76,1.1345269680023193,0.7701428571428571
700,0.8984610438346863,0.7715,1.1121504306793213,0.7727142857142857
800,1.1952201128005981,0.7625,1.0595108270645142,0.7741428571428571
900,0.6723108291625977,0.76375,1.0733637809753418,0.7632857142857142
1000,0.5127803087234497,0.7835,0.9896718263626099,0.7837142857142857
1100,1.6682507991790771,0.78875,0.9167160987854004,0.7827142857142857
1200,0.6130179166793823,0.79325,0.7979323267936707,0.8047142857142857
1300,0.6911407709121704,0.79175,0.8190704584121704,0.8008571428571428
1400,1.0325288772583008,0.80325,0.7869574427604675,0.799
