step,train_loss,train_acc,dev_loss,dev_acc
0,49.85248565673828,0.09825,53.42226028442383,0.09457142857142857
100,1.7601401805877686,0.5875,1.5451858043670654,0.5867142857142857
200,1.324405312538147,0.5325,1.3808298110961914,0.5285714285714286
300,1.1472336053848267,0.57875,1.2144399881362915,0.591
400,1.387471079826355,0.622,1.1802608966827393,0.6137142857142858
500,0.8022446632385254,0.6775,1.1341665983200073,0.6707142857142857
600,1.0033442974090576,0.69475,1.0085042715072632,0.6998571428571428
700,0.5377322435379028,0.726,0.8890122175216675,0.7334285714285714
800,0.886020302772522,0.73075,0.921804666519165,0.7298571428571429
900,0.7740912437438965,0.72925,0.8902119398117065,0.7157142857142857
1000,0.7345836162567139,0.7345,0.838179349899292,0.7275714285714285
1100,0.9877389073371887,0.71525,0.8805902600288391,0.72
1200,0.7629814147949219,0.73,0.8210671544075012,0.7332857142857143
1300,1.0993719100952148,0.747,0.7968341708183289,0.7411428571428571
1400,0.8715694546699524,0.73575,0.781471312046051,0.7452857142857143
