step,train_loss,train_acc,dev_loss,dev_acc
0,43.91096115112305,0.039,40.554718017578125,0.03857142857142857
100,11.680601119995117,0.22975,10.491846084594727,0.228
200,6.075207710266113,0.4385,5.920755386352539,0.45042857142857146
300,4.251615524291992,0.532,4.707400798797607,0.5321428571428571
400,6.828758239746094,0.5635,4.05466890335083,0.5692857142857143
500,3.516307830810547,0.593,3.6177775859832764,0.6014285714285714
600,3.7668328285217285,0.622,3.306485652923584,0.6228571428571429
700,5.561518669128418,0.636,3.0631067752838135,0.6437142857142857
800,2.879234552383423,0.651,2.864298105239868,0.6521428571428571
900,1.918335199356079,0.6495,2.748039722442627,0.657
1000,3.502988338470459,0.66475,2.5920097827911377,0.671
1100,1.4815647602081299,0.67425,2.4703495502471924,0.6785714285714286
1200,2.8862063884735107,0.67225,2.3672263622283936,0.6827142857142857
1300,2.865931749343872,0.69,2.2421345710754395,0.6947142857142857
1400,1.9049952030181885,0.69225,2.1546554565429688,0.6948571428571428
