step,train_loss,train_acc,dev_loss,dev_acc
0,2.3714356422424316,0.201,2.230168581008911,0.20114285714285715
100,0.741201639175415,0.79525,0.6601178050041199,0.7982857142857143
200,0.5493081212043762,0.83325,0.5143192410469055,0.8312857142857143
300,0.30977511405944824,0.83525,0.4674260914325714,0.8355714285714285
400,0.45366817712783813,0.8485,0.4324137568473816,0.8488571428571429
500,0.3982120156288147,0.85025,0.41025519371032715,0.8555714285714285
600,0.3780752718448639,0.86175,0.3976360261440277,0.8574285714285714
700,0.250419020652771,0.85175,0.40236562490463257,0.8561428571428571
800,0.26444679498672485,0.87125,0.36815038323402405,0.8685714285714285
900,0.46486997604370117,0.87675,0.35872191190719604,0.8724285714285714
1000,0.7138190865516663,0.8835,0.3618277311325073,0.8728571428571429
1100,0.35571590065956116,0.87625,0.3562619984149933,0.8732857142857143
1200,0.3881113529205322,0.88625,0.3477287292480469,0.8757142857142857
1300,0.2611023187637329,0.87025,0.36123886704444885,0.8655714285714285
1400,0.33363085985183716,0.88825,0.33925533294677734,0.8788571428571429
