step,train_loss,train_acc,dev_loss,dev_acc
0,42.23462677001953,0.231,237.75753784179688,0.23914285714285713
100,1.1842124462127686,0.499,1.354697585105896,0.5101428571428571
200,1.2510621547698975,0.5675,1.2165077924728394,0.5672857142857143
300,1.0500686168670654,0.55225,1.2612645626068115,0.5422857142857143
400,1.1832633018493652,0.585,1.0739997625350952,0.5924285714285714
500,1.9815263748168945,0.4825,1.3528238534927368,0.4847142857142857
600,1.5041918754577637,0.49525,1.3035109043121338,0.49614285714285716
700,1.1644328832626343,0.451,1.5265300273895264,0.45914285714285713
800,1.1291248798370361,0.50425,1.3272819519042969,0.498
900,1.3661749362945557,0.4645,1.2927230596542358,0.45485714285714285
1000,2.220238208770752,0.39475,1.738236904144287,0.3852857142857143
1100,1.6763231754302979,0.48275,1.4527148008346558,0.481
1200,1.6767854690551758,0.397,1.6505659818649292,0.3841428571428571
1300,1.70416259765625,0.29375,1.8663779497146606,0.293
1400,1.9552377462387085,0.2455,2.1041994094848633,0.24657142857142858
