step,train_loss,train_acc,dev_loss,dev_acc
0,2.486640453338623,0.11175,2.286757707595825,0.121
100,0.62386554479599,0.778,0.692179799079895,0.7814285714285715
200,0.5462259650230408,0.806,0.5492005944252014,0.8145714285714286
300,0.4672738015651703,0.834,0.48464152216911316,0.8268571428571428
400,0.41776442527770996,0.834,0.46410542726516724,0.8348571428571429
500,0.4892556667327881,0.85425,0.42327988147735596,0.8527142857142858
600,0.44694623351097107,0.851,0.4039461612701416,0.8538571428571429
700,0.4229777455329895,0.86125,0.3928399980068207,0.8608571428571429
800,0.5629610419273376,0.85775,0.388568639755249,0.86
900,0.6730235815048218,0.8605,0.3926815986633301,0.8554285714285714
1000,0.2492988109588623,0.876,0.3665871322154999,0.8675714285714285
1100,0.6437821984291077,0.88075,0.3568544089794159,0.8708571428571429
1200,0.2974924147129059,0.87475,0.36681604385375977,0.8692857142857143
1300,0.5790790915489197,0.88225,0.3482877314090729,0.8758571428571429
1400,0.38767603039741516,0.87225,0.36111360788345337,0.867
