step,train_loss,train_acc,dev_loss,dev_acc
0,59.472503662109375,0.09875,868982.8125,0.09742857142857143
100,2.373645544052124,0.09775,3.8530819416046143,0.10314285714285715
200,2.4200775623321533,0.10125,3.8943443298339844,0.10314285714285715
300,2.306117534637451,0.1,3.8753411769866943,0.09785714285714285
400,2.39167857170105,0.101,3.9369068145751953,0.103
500,2.3727123737335205,0.10425,2.993360757827759,0.09742857142857143
600,2.2256643772125244,0.09425,2.370872735977173,0.10242857142857142
700,2.4232115745544434,0.1015,2.3775293827056885,0.10228571428571429
800,2.4869697093963623,0.1045,2.3738763332366943,0.09785714285714285
900,2.39216947555542,0.09675,2.3387491703033447,0.09742857142857143
1000,2.368856430053711,0.10475,2.392944574356079,0.09571428571428571
1100,2.33492112159729,0.10325,2.324915647506714,0.09742857142857143
1200,2.3667314052581787,0.09675,2.3651833534240723,0.103
1300,2.333237648010254,0.108,2.3999390602111816,0.096
1400,2.4887990951538086,0.0985,2.4862473011016846,0.096
